DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter15,Acetazolamide,DDInter1016,Lactitol,Moderate
DDInter1018,Lactulose,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1070,Linagliptin,Moderate
DDInter15,Acetazolamide,DDInter1077,Liraglutide,Moderate
DDInter15,Acetazolamide,DDInter1082,Lixisenatide,Moderate
DDInter15,Acetazolamide,DDInter1115,Magnesium citrate,Moderate
DDInter15,Acetazolamide,DDInter1118,Magnesium hydroxide,Moderate
DDInter1164,Metformin,DDInter15,Acetazolamide,Major
DDInter1217,Miglitol,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1223,Mineral oil,Moderate
DDInter15,Acetazolamide,DDInter1224,Minocycline,Minor
DDInter1269,Nateglinide,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1443,Phenolphthalein,Moderate
DDInter15,Acetazolamide,DDInter1472,Pioglitazone,Moderate
DDInter15,Acetazolamide,DDInter1488,Polyethylene glycol (3350),Moderate
DDInter15,Acetazolamide,DDInter1487,Polyethylene glycol (3350 with electrolytes),Moderate
DDInter15,Acetazolamide,DDInter1506,Pramlintide,Moderate
DDInter15,Acetazolamide,DDInter1513,Prednisolone,Moderate
DDInter1515,Prednisone,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1581,Repaglinide,Moderate
DDInter1621,Rosiglitazone,DDInter15,Acetazolamide,Moderate
DDInter15,Acetazolamide,DDInter1646,Saxagliptin,Moderate
DDInter15,Acetazolamide,DDInter1660,Semaglutide,Moderate
DDInter15,Acetazolamide,DDInter1665,Sibutramine,Moderate
DDInter15,Acetazolamide,DDInter1679,Sitagliptin,Moderate
DDInter1783,Tetracycline,DDInter15,Acetazolamide,Minor
DDInter15,Acetazolamide,DDInter1826,Tolazamide,Moderate
DDInter15,Acetazolamide,DDInter1828,Tolbutamide,Moderate
DDInter1855,Triamcinolone,DDInter15,Acetazolamide,Moderate
DDInter1881,Troglitazone,DDInter15,Acetazolamide,Moderate
DDInter136,Atropine,DDInter18,Acetylcholine,Moderate
DDInter137,Atropine (ophthalmic),DDInter18,Acetylcholine,Moderate
DDInter397,Clidinium,DDInter18,Acetylcholine,Moderate
DDInter543,Dicyclomine,DDInter18,Acetylcholine,Moderate
DDInter834,Glycopyrronium,DDInter18,Acetylcholine,Moderate
DDInter835,Glycopyrronium (topical),DDInter18,Acetylcholine,Moderate
DDInter896,Hyoscyamine,DDInter18,Acetylcholine,Moderate
DDInter18,Acetylcholine,DDInter1149,Mepenzolate,Moderate
DDInter18,Acetylcholine,DDInter1180,Methscopolamine,Moderate
DDInter1535,Propantheline,DDInter18,Acetylcholine,Moderate
DDInter1647,Scopolamine,DDInter18,Acetylcholine,Moderate
DDInter1648,Scopolamine (ophthalmic),DDInter18,Acetylcholine,Moderate
DDInter1886,Trospium,DDInter18,Acetylcholine,Moderate
DDInter19,Acetylcysteine,DDInter24,Activated charcoal,Minor
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter19,Acetylcysteine,Moderate
DDInter4,Abarelix,DDInter712,Famotidine,Moderate
DDInter16,Acetohexamide,DDInter712,Famotidine,Moderate
DDInter31,Adenosine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1632,Salbutamol,Moderate
DDInter42,Alendronic acid,DDInter712,Famotidine,Minor
DDInter44,Alfuzosin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter58,Aluminum hydroxide,Minor
DDInter712,Famotidine,DDInter74,Aminophylline,Moderate
DDInter712,Famotidine,DDInter76,Amiodarone,Moderate
DDInter712,Famotidine,DDInter77,Amisulpride,Moderate
DDInter78,Amitriptyline,DDInter712,Famotidine,Moderate
DDInter82,Amoxapine,DDInter712,Famotidine,Moderate
DDInter93,Anagrelide,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter107,Apalutamide,Moderate
DDInter109,Apomorphine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter116,Arformoterol,Moderate
DDInter712,Famotidine,DDInter118,Aripiprazole,Moderate
DDInter712,Famotidine,DDInter120,Arsenic trioxide,Moderate
DDInter712,Famotidine,DDInter125,Asenapine,Moderate
DDInter128,Astemizole,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter129,Atazanavir,Major
DDInter132,Atomoxetine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter147,Axitinib,Minor
DDInter157,Azithromycin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter159,Bacampicillin,Moderate
DDInter712,Famotidine,DDInter170,Bedaquiline,Moderate
DDInter712,Famotidine,DDInter192,Bepridil,Moderate
DDInter712,Famotidine,DDInter204,Bicalutamide,Moderate
DDInter712,Famotidine,DDInter224,Bosutinib,Moderate
DDInter712,Famotidine,DDInter233,Brigatinib,Moderate
DDInter251,Buprenorphine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter271,Calcium carbonate,Minor
DDInter712,Famotidine,DDInter316,Cefditoren,Moderate
DDInter712,Famotidine,DDInter326,Cefpodoxime,Moderate
DDInter712,Famotidine,DDInter335,Cefuroxime,Moderate
DDInter712,Famotidine,DDInter340,Ceritinib,Moderate
DDInter359,Chloroquine,DDInter712,Famotidine,Moderate
DDInter363,Chlorpromazine,DDInter712,Famotidine,Moderate
DDInter364,Chlorpropamide,DDInter712,Famotidine,Moderate
DDInter384,Ciprofloxacin,DDInter712,Famotidine,Moderate
DDInter385,Cisapride,DDInter712,Famotidine,Moderate
DDInter388,Citalopram,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter393,Clarithromycin,Moderate
DDInter406,Clofazimine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter410,Clomipramine,Moderate
DDInter419,Clozapine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter448,Crizotinib,Moderate
DDInter451,Cyanocobalamin,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter462,Dabrafenib,Moderate
DDInter712,Famotidine,DDInter465,Dacomitinib,Moderate
DDInter712,Famotidine,DDInter484,Dasatinib,Major
DDInter485,Daunorubicin,DDInter712,Famotidine,Moderate
DDInter486,Daunorubicin (liposomal),DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter493,Degarelix,Moderate
DDInter496,Delavirdine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter504,Desipramine,Moderate
DDInter712,Famotidine,DDInter512,Deutetrabenazine,Moderate
DDInter537,Diclofenac,DDInter712,Famotidine,Minor
DDInter575,Disopyramide,DDInter712,Famotidine,Moderate
DDInter580,Dofetilide,DDInter712,Famotidine,Moderate
DDInter581,Dolasetron,DDInter712,Famotidine,Moderate
DDInter583,Donepezil,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter593,Doxepin,Moderate
DDInter712,Famotidine,DDInter594,Doxepin (topical),Moderate
DDInter712,Famotidine,DDInter596,Doxorubicin,Moderate
DDInter712,Famotidine,DDInter597,Doxorubicin (liposomal),Moderate
DDInter712,Famotidine,DDInter602,Dronedarone,Moderate
DDInter603,Droperidol,DDInter712,Famotidine,Moderate
DDInter608,Duloxetine,DDInter712,Famotidine,Minor
DDInter624,Efavirenz,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter640,Encorafenib,Moderate
DDInter644,Enoxacin,DDInter712,Famotidine,Minor
DDInter647,Entecavir,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter648,Entrectinib,Moderate
DDInter712,Famotidine,DDInter649,Enzalutamide,Moderate
DDInter655,Epirubicin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter666,Eribulin,Moderate
DDInter667,Erlotinib,DDInter712,Famotidine,Moderate
DDInter670,Erythromycin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter672,Escitalopram,Moderate
DDInter699,Etodolac,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter708,Ezogabine,Moderate
DDInter721,Fenoprofen,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter737,Fingolimod,Moderate
DDInter712,Famotidine,DDInter740,Flecainide,Moderate
DDInter743,Fluconazole,DDInter712,Famotidine,Moderate
DDInter758,Fluoxetine,DDInter712,Famotidine,Moderate
DDInter760,Fluphenazine,DDInter712,Famotidine,Moderate
DDInter763,Flurbiprofen,DDInter712,Famotidine,Minor
DDInter765,Flutamide,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter776,Formoterol,Moderate
DDInter712,Famotidine,DDInter777,Fosamprenavir,Moderate
DDInter779,Foscarnet,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter783,Fosphenytoin,Moderate
DDInter712,Famotidine,DDInter786,Fostemsavir,Moderate
DDInter802,Galantamine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter809,Gatifloxacin,Moderate
DDInter810,Gefitinib,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter813,Gemifloxacin,Moderate
DDInter712,Famotidine,DDInter817,Gilteritinib,Moderate
DDInter712,Famotidine,DDInter822,Glasdegib,Moderate
DDInter825,Glimepiride,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter826,Glipizide,Moderate
DDInter712,Famotidine,DDInter831,Glyburide,Moderate
DDInter839,Goserelin,DDInter712,Famotidine,Moderate
DDInter840,Granisetron,DDInter712,Famotidine,Moderate
DDInter842,Grepafloxacin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter852,Halofantrine,Moderate
DDInter853,Haloperidol,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter854,Halothane,Moderate
DDInter712,Famotidine,DDInter864,Histrelin,Moderate
DDInter712,Famotidine,DDInter893,Hydroxychloroquine,Moderate
DDInter895,Hydroxyzine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter900,Ibuprofen,Minor
DDInter901,Ibutilide,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter904,Idarubicin,Moderate
DDInter712,Famotidine,DDInter907,Iloperidone,Moderate
DDInter912,Imipramine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter915,Indacaterol,Moderate
DDInter921,Indomethacin,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter927,Inotuzumab ozogamicin,Moderate
DDInter982,Isoetharine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter987,Isoprenaline,Moderate
DDInter712,Famotidine,DDInter995,Itraconazole,Moderate
DDInter712,Famotidine,DDInter996,Ivabradine,Moderate
DDInter712,Famotidine,DDInter1000,Ivosidenib,Moderate
DDInter712,Famotidine,DDInter1008,Ketoconazole,Moderate
DDInter712,Famotidine,DDInter1009,Ketoprofen,Minor
DDInter1010,Ketorolac,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1024,Lapatinib,Moderate
DDInter712,Famotidine,DDInter1027,Lasmiditan,Moderate
DDInter712,Famotidine,DDInter1032,Lefamulin,Moderate
DDInter712,Famotidine,DDInter1036,Lenvatinib,Moderate
DDInter1042,Leuprolide,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1063,Levosalbutamol,Moderate
DDInter712,Famotidine,DDInter1055,Levofloxacin,Moderate
DDInter712,Famotidine,DDInter1043,Levacetylmethadol,Moderate
DDInter712,Famotidine,DDInter1078,Lisdexamfetamine,Moderate
DDInter712,Famotidine,DDInter1081,Lithium carbonate,Moderate
DDInter712,Famotidine,DDInter1083,Lofexidine,Moderate
DDInter712,Famotidine,DDInter1084,Lomefloxacin,Moderate
DDInter712,Famotidine,DDInter1112,Magaldrate,Minor
DDInter712,Famotidine,DDInter1113,Magnesium carbonate,Minor
DDInter712,Famotidine,DDInter1118,Magnesium hydroxide,Minor
DDInter712,Famotidine,DDInter1119,Magnesium oxide,Minor
DDInter712,Famotidine,DDInter1124,Maprotiline,Moderate
DDInter712,Famotidine,DDInter1135,Meclofenamic acid,Minor
DDInter1139,Mefenamic acid,DDInter712,Famotidine,Minor
DDInter1140,Mefloquine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1159,Mesoridazine,Moderate
DDInter1346,Orciprenaline,DDInter712,Famotidine,Moderate
DDInter1166,Methadone,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1175,Methotrimeprazine,Moderate
DDInter712,Famotidine,DDInter1136,Mecobalamin,Minor
DDInter1202,Metronidazole,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1214,Midostaurin,Moderate
DDInter1215,Mifepristone,DDInter712,Famotidine,Moderate
DDInter1230,Mirtazapine,DDInter712,Famotidine,Moderate
DDInter1247,Moxifloxacin,DDInter712,Famotidine,Moderate
DDInter1266,Naproxen,DDInter712,Famotidine,Moderate
DDInter1276,Nelfinavir,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1281,Neratinib,Major
DDInter1290,Nicotine,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1293,Nilotinib,Moderate
DDInter1294,Nilutamide,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1313,Norfloxacin,Moderate
DDInter1316,Nortriptyline,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1325,Ofloxacin,Moderate
DDInter1326,Olanzapine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1329,Oliceridine,Moderate
DDInter712,Famotidine,DDInter1331,Olodaterol,Moderate
DDInter1342,Ondansetron,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1351,Osilodrostat,Moderate
DDInter712,Famotidine,DDInter1352,Osimertinib,Moderate
DDInter1355,Oxaliplatin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1358,Oxaprozin,Minor
DDInter712,Famotidine,DDInter1363,Oxtriphylline,Moderate
DDInter1375,Oxytocin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1376,Ozanimod,Major
DDInter712,Famotidine,DDInter1381,Paliperidone,Moderate
DDInter1382,Palonosetron,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1387,Panobinostat,Moderate
DDInter712,Famotidine,DDInter1398,Pasireotide,Moderate
DDInter712,Famotidine,DDInter1400,Pazopanib,Major
DDInter1414,Pemetrexed,DDInter712,Famotidine,Moderate
DDInter1420,Pentamidine,DDInter712,Famotidine,Moderate
DDInter1432,Perphenazine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1435,Pexidartinib,Moderate
DDInter1460,Phenytoin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1467,Pimavanserin,Moderate
DDInter712,Famotidine,DDInter1470,Pimozide,Moderate
DDInter712,Famotidine,DDInter1476,Pirbuterol,Moderate
DDInter1478,Piroxicam,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1480,Pitolisant,Moderate
DDInter712,Famotidine,DDInter1492,Ponatinib,Minor
DDInter712,Famotidine,DDInter1494,Posaconazole,Moderate
DDInter712,Famotidine,DDInter1508,Prasugrel,Minor
DDInter712,Famotidine,DDInter1520,Primaquine,Moderate
DDInter712,Famotidine,DDInter1522,Probenecid,Minor
DDInter712,Famotidine,DDInter1523,Probucol,Moderate
DDInter712,Famotidine,DDInter1524,Procainamide,Moderate
DDInter1527,Prochlorperazine,DDInter712,Famotidine,Moderate
DDInter1532,Promazine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1533,Promethazine,Moderate
DDInter712,Famotidine,DDInter1534,Propafenone,Moderate
DDInter1538,Propofol,DDInter712,Famotidine,Moderate
DDInter528,Dextropropoxyphene,DDInter712,Famotidine,Moderate
DDInter1543,Protriptyline,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1553,Quetiapine,Moderate
DDInter1556,Quinidine,DDInter712,Famotidine,Moderate
DDInter1557,Quinine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1563,Raltegravir,Minor
DDInter712,Famotidine,DDInter1564,Ramelteon,Moderate
DDInter1570,Ranolazine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1588,Ribociclib,Moderate
DDInter712,Famotidine,DDInter1595,Rilpivirine,Major
DDInter1605,Risperidone,DDInter712,Famotidine,Moderate
DDInter1606,Ritodrine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1610,Rivastigmine,Moderate
DDInter712,Famotidine,DDInter1616,Romidepsin,Moderate
DDInter712,Famotidine,DDInter1626,Rucaparib,Moderate
DDInter712,Famotidine,DDInter1635,Salmeterol,Moderate
DDInter712,Famotidine,DDInter1640,Saquinavir,Moderate
DDInter712,Famotidine,DDInter1658,Selpercatinib,Major
DDInter712,Famotidine,DDInter1662,Sertraline,Moderate
DDInter712,Famotidine,DDInter1664,Sevoflurane,Moderate
DDInter712,Famotidine,DDInter1676,Siponimod,Major
DDInter712,Famotidine,DDInter1683,Sodium bicarbonate,Minor
DDInter712,Famotidine,DDInter1696,Solifenacin,Moderate
DDInter712,Famotidine,DDInter1701,Sonidegib,Minor
DDInter1702,Sorafenib,DDInter712,Famotidine,Moderate
DDInter1704,Sotalol,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1705,Sparfloxacin,Moderate
DDInter712,Famotidine,DDInter1724,Sulfamethoxazole,Minor
DDInter1729,Sulindac,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1731,Sunitinib,Moderate
DDInter1734,Tacrine,DDInter712,Famotidine,Moderate
DDInter1735,Tacrolimus,DDInter712,Famotidine,Moderate
DDInter1744,Tamoxifen,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1756,Telavancin,Moderate
DDInter712,Famotidine,DDInter1758,Telithromycin,Moderate
DDInter1769,Terbutaline,DDInter712,Famotidine,Moderate
DDInter1770,Terfenadine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1778,Tetrabenazine,Moderate
DDInter712,Famotidine,DDInter1789,Thalidomide,Moderate
DDInter1791,Theophylline,DDInter712,Famotidine,Moderate
DDInter1796,Thioridazine,DDInter712,Famotidine,Moderate
DDInter1821,Tizanidine,DDInter712,Famotidine,Major
DDInter1826,Tolazamide,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1828,Tolbutamide,Moderate
DDInter1831,Tolmetin,DDInter712,Famotidine,Minor
DDInter1837,Toremifene,DDInter712,Famotidine,Moderate
DDInter1851,Trazodone,DDInter712,Famotidine,Moderate
DDInter1859,Triamterene,DDInter712,Famotidine,Minor
DDInter712,Famotidine,DDInter1863,Triclabendazole,Moderate
DDInter1866,Trifluoperazine,DDInter712,Famotidine,Moderate
DDInter1867,Triflupromazine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter45,Alimemazine,Moderate
DDInter1876,Trimipramine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1880,Triptorelin,Moderate
DDInter712,Famotidine,DDInter1909,Valbenazine,Moderate
DDInter712,Famotidine,DDInter1917,Vandetanib,Moderate
DDInter1918,Vardenafil,DDInter712,Famotidine,Moderate
DDInter1921,Vasopressin,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1925,Vemurafenib,Moderate
DDInter1927,Venlafaxine,DDInter712,Famotidine,Moderate
DDInter712,Famotidine,DDInter1940,Vismodegib,Minor
DDInter1946,Voriconazole,DDInter712,Famotidine,Moderate
DDInter1967,Ziprasidone,DDInter712,Famotidine,Moderate
DDInter16,Acetohexamide,DDInter1568,Ranitidine,Moderate
DDInter42,Alendronic acid,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter58,Aluminum hydroxide,Minor
DDInter1568,Ranitidine,DDInter74,Aminophylline,Moderate
DDInter1568,Ranitidine,DDInter129,Atazanavir,Major
DDInter1568,Ranitidine,DDInter135,Atracurium,Minor
DDInter1568,Ranitidine,DDInter147,Axitinib,Minor
DDInter1568,Ranitidine,DDInter159,Bacampicillin,Moderate
DDInter1568,Ranitidine,DDInter224,Bosutinib,Moderate
DDInter1568,Ranitidine,DDInter233,Brigatinib,Moderate
DDInter1568,Ranitidine,DDInter271,Calcium carbonate,Minor
DDInter1568,Ranitidine,DDInter316,Cefditoren,Moderate
DDInter1568,Ranitidine,DDInter326,Cefpodoxime,Moderate
DDInter1568,Ranitidine,DDInter335,Cefuroxime,Moderate
DDInter1568,Ranitidine,DDInter340,Ceritinib,Moderate
DDInter364,Chlorpropamide,DDInter1568,Ranitidine,Moderate
DDInter385,Cisapride,DDInter1568,Ranitidine,Minor
DDInter386,Cisatracurium,DDInter1568,Ranitidine,Minor
DDInter451,Cyanocobalamin,DDInter1568,Ranitidine,Minor
DDInter458,Cyclosporine,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter462,Dabrafenib,Moderate
DDInter1568,Ranitidine,DDInter465,Dacomitinib,Moderate
DDInter1568,Ranitidine,DDInter484,Dasatinib,Major
DDInter496,Delavirdine,DDInter1568,Ranitidine,Moderate
DDInter537,Diclofenac,DDInter1568,Ranitidine,Minor
DDInter542,Dicoumarol,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter544,Didanosine,Minor
DDInter583,Donepezil,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter590,Doxacurium,Minor
DDInter608,Duloxetine,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter629,Eliglustat,Moderate
DDInter644,Enoxacin,DDInter1568,Ranitidine,Minor
DDInter647,Entecavir,DDInter1568,Ranitidine,Moderate
DDInter667,Erlotinib,DDInter1568,Ranitidine,Moderate
DDInter699,Etodolac,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter703,Etravirine,Minor
DDInter721,Fenoprofen,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter737,Fingolimod,Moderate
DDInter1568,Ranitidine,DDInter741,Flibanserin,Moderate
DDInter1568,Ranitidine,DDInter777,Fosamprenavir,Moderate
DDInter1568,Ranitidine,DDInter783,Fosphenytoin,Moderate
DDInter802,Galantamine,DDInter1568,Ranitidine,Moderate
DDInter810,Gefitinib,DDInter1568,Ranitidine,Moderate
DDInter825,Glimepiride,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter826,Glipizide,Moderate
DDInter1568,Ranitidine,DDInter831,Glyburide,Moderate
DDInter1568,Ranitidine,DDInter900,Ibuprofen,Minor
DDInter921,Indomethacin,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter995,Itraconazole,Moderate
DDInter1568,Ranitidine,DDInter996,Ivabradine,Moderate
DDInter1568,Ranitidine,DDInter1008,Ketoconazole,Moderate
DDInter1568,Ranitidine,DDInter1009,Ketoprofen,Minor
DDInter1010,Ketorolac,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1024,Lapatinib,Moderate
DDInter1568,Ranitidine,DDInter1027,Lasmiditan,Moderate
DDInter1568,Ranitidine,DDInter1034,Lemborexant,Major
DDInter1568,Ranitidine,DDInter1085,Lomitapide,Moderate
DDInter1088,Loperamide,DDInter1568,Ranitidine,Major
DDInter1568,Ranitidine,DDInter1112,Magaldrate,Minor
DDInter1568,Ranitidine,DDInter1113,Magnesium carbonate,Minor
DDInter1568,Ranitidine,DDInter1118,Magnesium hydroxide,Minor
DDInter1568,Ranitidine,DDInter1119,Magnesium oxide,Minor
DDInter1568,Ranitidine,DDInter1135,Meclofenamic acid,Minor
DDInter1139,Mefenamic acid,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1146,Memantine,Minor
DDInter1164,Metformin,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1136,Mecobalamin,Minor
DDInter1568,Ranitidine,DDInter1198,Metocurine,Minor
DDInter1212,Midazolam,DDInter1568,Ranitidine,Moderate
DDInter1213,Midodrine,DDInter1568,Ranitidine,Minor
DDInter1217,Miglitol,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1235,Mivacurium,Minor
DDInter1254,Nabumetone,DDInter1568,Ranitidine,Minor
DDInter1266,Naproxen,DDInter1568,Ranitidine,Moderate
DDInter1276,Nelfinavir,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1281,Neratinib,Major
DDInter1290,Nicotine,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1291,Nifedipine,Minor
DDInter1568,Ranitidine,DDInter1293,Nilotinib,Moderate
DDInter1568,Ranitidine,DDInter1358,Oxaprozin,Minor
DDInter1568,Ranitidine,DDInter1363,Oxtriphylline,Moderate
DDInter1568,Ranitidine,DDInter1376,Ozanimod,Moderate
DDInter1568,Ranitidine,DDInter1385,Pancuronium,Minor
DDInter1568,Ranitidine,DDInter1400,Pazopanib,Major
DDInter1414,Pemetrexed,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1435,Pexidartinib,Moderate
DDInter1460,Phenytoin,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1462,Physostigmine,Moderate
DDInter1568,Ranitidine,DDInter1473,Pipecuronium,Minor
DDInter1478,Piroxicam,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1492,Ponatinib,Minor
DDInter1493,Porfimer sodium,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1494,Posaconazole,Moderate
DDInter1505,Pramipexole,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1508,Prasugrel,Minor
DDInter1568,Ranitidine,DDInter1524,Procainamide,Moderate
DDInter1568,Ranitidine,DDInter1556,Quinidine,Moderate
DDInter1568,Ranitidine,DDInter1563,Raltegravir,Minor
DDInter1568,Ranitidine,DDInter1571,Rapacuronium,Minor
DDInter1568,Ranitidine,DDInter1595,Rilpivirine,Major
DDInter1605,Risperidone,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1610,Rivastigmine,Moderate
DDInter1612,Rocuronium,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1658,Selpercatinib,Major
DDInter1568,Ranitidine,DDInter1676,Siponimod,Major
DDInter1568,Ranitidine,DDInter1683,Sodium bicarbonate,Minor
DDInter1568,Ranitidine,DDInter1701,Sonidegib,Minor
DDInter1716,Succinylcholine,DDInter1568,Ranitidine,Minor
DDInter1729,Sulindac,DDInter1568,Ranitidine,Minor
DDInter1734,Tacrine,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1789,Thalidomide,Moderate
DDInter1791,Theophylline,DDInter1568,Ranitidine,Moderate
DDInter1826,Tolazamide,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1828,Tolbutamide,Moderate
DDInter1831,Tolmetin,DDInter1568,Ranitidine,Minor
DDInter1859,Triamterene,DDInter1568,Ranitidine,Minor
DDInter1568,Ranitidine,DDInter1860,Triazolam,Moderate
DDInter1886,Trospium,DDInter1568,Ranitidine,Moderate
DDInter1568,Ranitidine,DDInter1890,Tubocurarine,Minor
DDInter1568,Ranitidine,DDInter1917,Vandetanib,Minor
DDInter1568,Ranitidine,DDInter1922,Vecuronium,Minor
DDInter1568,Ranitidine,DDInter1940,Vismodegib,Minor
DDInter1951,Warfarin,DDInter1568,Ranitidine,Moderate
DDInter66,Amikacin,DDInter1559,Rabeprazole,Moderate
DDInter67,Amikacin (liposome),DDInter1559,Rabeprazole,Moderate
DDInter84,Amphetamine,DDInter1559,Rabeprazole,Moderate
DDInter85,Amphotericin B,DDInter1559,Rabeprazole,Moderate
DDInter86,Amphotericin B (cholesteryl sulfate),DDInter1559,Rabeprazole,Moderate
